Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP005586,Male,Yes,0,Graduate,No,4110.0,0.0,133.3,360.0,1.0,Urban,Y
LP009102,Male,No,3+,Graduate,No,3129.0,2571.0,126.9,240.0,1.0,Semiurban,Y
LP007309,Male,Yes,0,Graduate,No,3940.0,2544.0,129.1,180.0,1.0,Semiurban,Y
LP006087,Male,No,0,Graduate,No,3855.0,1804.0,107.5,360.0,1.0,Semiurban,Y
LP005900,Male,No,0,Not Graduate,No,2549.0,0.0,98.1,360.0,1.0,Urban,Y
LP008905,Male,No,2,Graduate,No,1000000.0,0.0,167.7,360.0,1.0,Rural,Y
LP008907,Male,No,0,Graduate,No,4052.0,784.0,65.3,240.0,1.0,Urban,Y
LP007625,Male,Yes,0,Not Graduate,No,4615.0,278.0,146.0,360.0,1.0,Urban,Y
LP004573,Male,No,0,Graduate,No,2562.0,1215.0,179.4,360.0,0.0,Semiurban,Y
LP010399,Male,Yes,3+,Graduate,No,3305.0,2477.0,122.0,360.0,0.0,Semiurban,N
LP003504,Male,Yes,0,Graduate,No,4519.0,2721.0,132.4,360.0,1.0,Rural,Y
LP010412,Male,No,0,Graduate,No,2245.0,950.0,160.6,240.0,0.0,Urban,N
LP007505,Male,No,0,Not Graduate,No,4663.0,3267.0,118.7,360.0,1.0,Urban,Y
LP006423,Female,No,0,Graduate,No,3783.0,1410.0,131.9,120.0,1.0,Rural,Y
LP009464,Male,No,0,Graduate,No,4712.0,1894.0,102.7,360.0,1.0,Urban,Y
LP010097,Male,No,1,Graduate,No,4412.0,2286.0,123.6,300.0,1.0,Rural,Y
LP005010,Male,No,2,Graduate,No,5192.0,0.0,115.9,360.0,1.0,Semiurban,Y
LP004237,Male,Yes,1,Not Graduate,Yes,5665.0,2338.0,121.7,180.0,1.0,Semiurban,Y
LP008673,Male,Yes,0,Graduate,No,3728.0,1758.0,103.4,360.0,0.0,Urban,N
LP006644,Female,Yes,0,Graduate,No,4523.0,0.0,128.7,,1.0,Rural,Y
LP007684,Male,Yes,1,Graduate,No,3471.0,2548.0,133.6,360.0,1.0,Semiurban,Y
LP006151,Male,No,0,Graduate,No,2771.0,538.0,123.5,360.0,1.0,Rural,Y
LP005340,Male,No,0,Not Graduate,No,3296.0,357.0,164.3,120.0,1.0,Urban,N
LP005130,Male,No,0,Graduate,No,3464.0,972.0,171.6,360.0,1.0,Semiurban,Y
LP007102,Female,Yes,0,Not Graduate,No,1699.0,84.0,130.3,360.0,1.0,Semiurban,Y
LP009167,Female,No,0,Graduate,No,2875.0,676.0,92.2,360.0,1.0,Urban,Y
LP009987,Male,No,0,Graduate,No,4521.0,0.0,135.4,360.0,1.0,Urban,Y
LP003916,Male,Yes,0,Graduate,No,1925.0,0.0,131.8,360.0,0.0,Semiurban,N
LP009163,Male,Yes,0,Graduate,No,1.0,1169.0,151.9,360.0,1.0,Semiurban,Y
LP001238,Male,Yes,3+,Not Graduate,Yes,7100.0,0.0,125.0,60.0,1.0,Urban,Y
LP004199,Male,Yes,0,Not Graduate,Yes,2320.0,1596.0,111.3,360.0,1.0,Semiurban,Y
LP004069,Male,Yes,0,Not Graduate,No,4682.0,500000.0,130.8,120.0,1.0,Rural,Y
LP010663,Male,Yes,2,Graduate,No,3363.0,0.0,164.6,300.0,1.0,Urban,Y
LP009129,Male,Yes,0,Not Graduate,No,3705.0,2606.0,149.7,300.0,1.0,Rural,Y
LP001385,Male,No,0,Graduate,No,5316.0,0.0,136.0,360.0,1.0,Urban,Y
LP006961,Female,Yes,0,Graduate,No,4920.0,1478.0,127.3,120.0,1.0,Semiurban,Y
LP008639,Male,Yes,0,Not Graduate,No,5194.0,1145.0,142.9,360.0,1.0,Rural,Y
LP005026,Male,Yes,0,Graduate,Yes,3888.0,1972.0,128.5,360.0,1.0,Urban,Y
LP008748,Male,Yes,0,Not Graduate,No,3034.0,2353.0,132.0,360.0,1.0,Urban,Y
LP002585,Male,Yes,0,Graduate,No,3597.0,2157.0,119.0,360.0,0.0,Rural,N
LP010897,Male,Yes,0,Graduate,No,3901.0,1089.0,74.6,360.0,1.0,Semiurban,Y
LP005920,Male,Yes,0,Graduate,Yes,4973.0,0.0,93.5,120.0,1.0,Urban,Y
LP003276,Female,Yes,0,Not Graduate,No,4196.0,2957.0,165.6,240.0,1.0,Rural,Y
LP007559,Male,No,0,Graduate,No,5218.0,909.0,116.9,360.0,1.0,Rural,Y
LP004752,Male,No,0,Graduate,No,1444.0,834.0,152.4,360.0,1.0,Semiurban,Y
LP005805,Male,Yes,0,Graduate,No,3747.0,259.0,176.4,360.0,1.0,Rural,Y
LP003771,Male,Yes,0,Graduate,No,5182.0,2014.0,142.6,360.0,0.0,Rural,Y
LP007614,Male,Yes,1,Graduate,No,4068.0,2586.0,139.6,360.0,1.0,Semiurban,Y
LP005011,Male,Yes,2,Graduate,No,3467.0,1.0,96.5,360.0,1.0,Rural,Y
LP003135,Male,Yes,1,Graduate,Yes,2389.0,676.0,148.1,360.0,0.0,Semiurban,Y
LP004569,Female,No,0,Graduate,No,3927.0,1525.0,126.2,240.0,1.0,Urban,Y
LP003551,Male,No,0,Graduate,No,4770.0,650.0,125.6,360.0,1.0,Semiurban,Y
LP004201,Male,No,1,Graduate,No,2055.0,2430.0,143.0,180.0,0.0,Urban,N
LP010745,Male,Yes,0,Graduate,Yes,3118.0,0.0,137.2,360.0,1.0,Semiurban,Y
LP003354,Male,No,0,Graduate,No,4542.0,2835.0,151.9,180.0,1.0,Rural,Y
LP005185,Male,Yes,0,Graduate,No,4846.0,0.0,113.0,360.0,1.0,Rural,Y
LP005287,Male,No,1,Not Graduate,No,1.0,901.0,116.1,240.0,1.0,Semiurban,Y
LP005825,Male,Yes,0,Graduate,No,4812.0,309.0,190.7,180.0,1.0,Semiurban,Y
LP009414,Female,No,0,Graduate,No,3150.0,0.0,129.9,300.0,1.0,Semiurban,Y
LP004304,Male,Yes,0,Not Graduate,No,4057.0,805.0,111.0,360.0,1.0,Rural,Y
LP009587,Male,No,2,Not Graduate,Yes,3001.0,2014.0,124.6,360.0,1.0,Semiurban,Y
LP004072,Female,Yes,0,Graduate,No,3004.0,500000.0,103.5,360.0,1.0,Rural,Y
LP002250,Male,Yes,0,Graduate,No,5488.0,0.0,125.0,360.0,1.0,Rural,Y
LP008254,Male,No,2,Graduate,No,4342.0,844.0,135.3,180.0,1.0,Urban,Y
LP006214,Male,No,0,Not Graduate,No,914.0,0.0,80.1,360.0,1.0,Rural,Y
LP005012,Male,Yes,0,Not Graduate,No,2758.0,1255.0,158.7,360.0,1.0,Semiurban,Y
LP006412,Male,No,0,Not Graduate,No,4316.0,328.0,153.6,360.0,1.0,Semiurban,Y
LP009635,Male,No,1,Not Graduate,No,6040.0,0.0,120.4,360.0,1.0,Rural,Y
LP008789,Female,Yes,1,Graduate,No,3472.0,370.0,140.8,240.0,1.0,Semiurban,Y
LP010466,Male,Yes,0,Graduate,No,4464.0,0.0,148.2,360.0,1.0,Rural,Y
LP004542,Female,No,0,Graduate,No,3936.0,0.0,142.9,180.0,0.0,Semiurban,N
LP003338,,Yes,2,Not Graduate,Yes,5096.0,1586.0,75.4,360.0,1.0,Urban,Y
LP006359,Male,Yes,0,Graduate,No,4949.0,0.0,103.8,360.0,0.0,Semiurban,Y
LP005537,Male,Yes,1,Graduate,No,4667.0,625.0,182.8,360.0,1.0,Urban,Y
LP004614,Male,No,0,Graduate,No,2805.0,658.0,145.5,300.0,1.0,Semiurban,Y
LP010970,Male,No,0,Graduate,No,2425.0,375.0,142.0,360.0,1.0,Rural,Y
LP007109,Female,No,0,Graduate,No,5831.0,1.0,200.4,360.0,1.0,Semiurban,Y
LP004927,Male,No,2,Graduate,Yes,2205.0,599.0,111.8,180.0,0.0,Urban,N
LP003913,Female,Yes,3+,Not Graduate,No,3585.0,0.0,41.0,180.0,1.0,Urban,Y
LP010938,Male,Yes,0,,Yes,6342.0,1165.0,128.5,360.0,1.0,Rural,Y
LP004393,Male,Yes,1,Not Graduate,No,2752.0,1901.0,83.7,180.0,1.0,Semiurban,Y
LP005153,Male,Yes,0,Graduate,No,4978.0,886.0,136.7,360.0,1.0,Semiurban,N
LP003715,Male,Yes,0,Graduate,Yes,4338.0,1085.0,0.0,360.0,1.0,Urban,Y
LP005430,Male,No,3+,,No,2926.0,1511.0,123.8,300.0,1.0,Urban,Y
LP005297,Male,No,0,Graduate,No,4113.0,2390.0,125.5,360.0,1.0,Semiurban,Y
LP003319,Female,No,0,Not Graduate,Yes,5066.0,0.0,168.6,360.0,1.0,Urban,Y
LP005158,Male,No,0,Not Graduate,No,3919.0,0.0,88.2,120.0,1.0,Rural,Y
LP010888,Female,Yes,0,Not Graduate,No,4466.0,116.0,166.5,120.0,1.0,Urban,Y
LP006790,Male,Yes,1,Graduate,No,5561.0,747.0,119.3,360.0,1.0,Urban,Y
LP006690,Male,No,0,Graduate,No,3786.0,1067.0,73.0,360.0,1.0,Semiurban,Y
LP004988,Male,Yes,2,Graduate,No,4025.0,1136.0,137.0,360.0,1.0,Rural,Y
LP009447,Male,No,0,Graduate,No,4056.0,1481.0,132.7,360.0,1.0,Semiurban,Y
LP005585,Male,Yes,0,Graduate,No,4945.0,132.0,133.9,240.0,1.0,Urban,Y
LP007027,Female,Yes,2,Graduate,No,2763.0,0.0,178.7,360.0,1.0,Rural,Y
LP006673,Male,No,3+,Graduate,No,3388.0,3106.0,164.6,360.0,1.0,Semiurban,Y
LP007047,Male,No,0,Graduate,No,3597.0,1085.0,81.5,360.0,1.0,Semiurban,Y
LP003836,Male,Yes,0,Graduate,No,2844.0,2777.0,52.4,240.0,1.0,Rural,Y
LP006998,Male,Yes,2,Not Graduate,No,1.0,1638.0,136.6,360.0,0.0,Urban,N
LP005555,Male,Yes,0,Graduate,No,2167.0,508.0,64.7,360.0,1.0,Semiurban,Y
LP004489,Male,Yes,2,Graduate,No,3744.0,0.0,145.3,360.0,0.0,Semiurban,Y
LP008636,Male,Yes,0,Graduate,No,2824.0,0.0,110.4,360.0,1.0,Semiurban,N
LP004691,Male,No,0,Not Graduate,No,5803.0,962.0,105.0,360.0,1.0,Rural,Y
LP007785,Male,No,2,Not Graduate,No,3545.0,968.0,148.0,240.0,1.0,Semiurban,Y
LP005460,Male,No,0,Not Graduate,No,3629.0,406.0,64.3,360.0,1.0,Semiurban,Y
LP010767,Male,Yes,0,Not Graduate,No,3366.0,1166.0,120.4,360.0,1.0,Urban,Y
LP004601,Male,Yes,0,Graduate,No,5958.0,500000.0,111.6,240.0,1.0,Semiurban,Y
LP009117,Male,No,0,Not Graduate,No,3405.0,3064.0,112.5,180.0,1.0,Semiurban,Y
LP009123,Male,Yes,0,Graduate,No,4030.0,1.0,194.2,300.0,1.0,Urban,Y
LP003575,Male,No,2,Graduate,No,4204.0,2205.0,97.5,240.0,1.0,Semiurban,Y
LP007450,Male,Yes,1,Graduate,No,4637.0,601.0,91.8,120.0,1.0,Rural,Y
LP003954,Female,No,2,Graduate,No,3898.0,1700.0,172.3,240.0,1.0,Semiurban,Y
LP005648,Male,Yes,1,Graduate,No,978.0,0.0,98.9,360.0,1.0,Semiurban,Y
LP003835,Male,No,0,Graduate,No,2116.0,303.0,149.1,180.0,0.0,Semiurban,Y
LP010461,Male,Yes,0,Graduate,Yes,1789.0,709.0,115.1,360.0,1.0,Urban,Y
LP010051,Male,Yes,1,Graduate,No,4962.0,2714.0,110.6,240.0,1.0,Semiurban,Y
LP003663,Female,Yes,0,Graduate,No,4779.0,0.0,99.4,360.0,0.0,Rural,N
LP003648,Female,Yes,1,Graduate,No,3290.0,2370.0,101.5,120.0,1.0,Urban,Y
LP005409,Female,No,0,Graduate,No,3753.0,1024.0,102.2,360.0,1.0,Semiurban,Y
LP010608,Male,Yes,0,Graduate,No,4557.0,1598.0,194.6,360.0,1.0,Semiurban,Y
LP010616,Male,Yes,2,Graduate,No,3076.0,778.0,133.9,360.0,1.0,Semiurban,Y
LP006727,Male,Yes,0,Graduate,No,4097.0,984.0,92.2,300.0,1.0,Urban,Y
LP010359,Female,Yes,1,Graduate,No,2693.0,2864.0,110.9,360.0,1.0,Rural,Y
LP005661,Male,Yes,0,Graduate,No,3468.0,0.0,93.4,240.0,0.0,Rural,N
LP004602,Male,No,1,Graduate,No,1788.0,1684.0,65.5,300.0,1.0,Rural,Y
LP005139,Male,Yes,2,Graduate,No,3021.0,2008.0,158.9,360.0,1.0,Urban,Y
LP003935,Male,Yes,2,Graduate,No,3821.0,3638.0,94.9,120.0,1.0,Urban,Y
LP009037,Male,Yes,0,Not Graduate,No,4240.0,1759.0,122.2,360.0,1.0,Urban,Y
LP005363,Male,Yes,0,Graduate,No,3514.0,720.0,156.4,360.0,1.0,Semiurban,Y
LP002659,Male,Yes,3+,Graduate,No,3466.0,3428.0,150.0,360.0,1.0,Rural,Y
LP004553,Male,No,0,Graduate,No,268.0,266.0,140.7,360.0,1.0,Rural,N
LP006714,Male,Yes,2,Graduate,Yes,4088.0,0.0,107.2,360.0,1.0,Rural,Y
LP003044,Male,Yes,3+,Graduate,No,5767.0,1322.0,127.9,360.0,1.0,Rural,Y
LP007335,Female,No,0,Graduate,No,3189.0,137.0,108.4,360.0,1.0,Urban,N
LP007961,Female,Yes,0,Graduate,No,1324.0,0.0,90.1,360.0,1.0,Semiurban,N
LP007996,Male,Yes,1,Not Graduate,Yes,5297.0,920.0,138.4,180.0,1.0,Urban,Y
LP001109,Male,Yes,0,Graduate,No,1828.0,1330.0,100.0,,0.0,Urban,N
LP009235,Male,Yes,0,Graduate,No,4809.0,243.0,102.3,180.0,1.0,Semiurban,Y
LP004888,Male,Yes,0,Graduate,No,5353.0,0.0,126.3,360.0,1.0,Semiurban,Y
LP003502,Female,No,2,Graduate,No,5011.0,1261.0,130.8,120.0,1.0,Rural,N
LP009207,Male,Yes,0,Graduate,Yes,4506.0,0.0,110.6,360.0,0.0,Semiurban,Y
LP009972,Male,No,0,Graduate,No,4819.0,1408.0,134.6,360.0,1.0,Semiurban,Y
LP003633,Male,No,0,Graduate,No,3267.0,3283.0,184.1,360.0,1.0,Rural,N
LP004950,Male,No,0,Graduate,No,3733.0,115.0,169.0,240.0,1.0,Semiurban,Y
LP007957,Male,No,2,Graduate,No,3548.0,1316.0,118.7,180.0,1.0,Semiurban,Y
LP009930,Male,Yes,2,Graduate,Yes,3606.0,423.0,152.9,,1.0,Rural,Y
LP009164,Male,Yes,2,Graduate,No,4506.0,3002.0,141.8,300.0,1.0,Semiurban,Y
LP005047,Female,Yes,3+,Graduate,No,4162.0,0.0,127.5,360.0,0.0,Urban,Y
LP009438,Male,Yes,2,Graduate,No,4963.0,0.0,111.2,360.0,1.0,Semiurban,Y
LP003006,Male,Yes,0,Graduate,No,3345.0,2006.0,106.4,240.0,1.0,Semiurban,Y
LP003184,Male,Yes,0,Graduate,No,5803.0,1470.0,115.4,360.0,1.0,Rural,Y
LP001516,Female,Yes,2,Graduate,No,14866.0,0.0,70.0,360.0,1.0,Urban,Y
LP008786,Female,Yes,2,Graduate,No,3581.0,357.0,115.8,360.0,1.0,Urban,Y
LP004446,Male,No,2,Graduate,No,4175.0,1885.0,172.2,240.0,1.0,Urban,N
LP005367,Female,No,0,Not Graduate,No,3592.0,1468.0,148.5,180.0,1.0,Urban,Y
LP009971,Male,Yes,0,Graduate,No,3366.0,1108.0,96.1,360.0,1.0,Rural,Y
LP003321,Male,Yes,0,Graduate,No,4604.0,0.0,163.5,360.0,0.0,Urban,N
LP001041,Male,Yes,0,Graduate,,2600.0,3500.0,115.0,,1.0,Urban,Y
LP010077,Male,Yes,2,Not Graduate,No,5235.0,2794.0,155.1,360.0,1.0,Semiurban,Y
LP008682,Male,Yes,0,Graduate,No,6554.0,1080.0,112.2,360.0,1.0,Rural,Y
LP010929,Male,No,0,Graduate,No,2126.0,1520.0,161.4,180.0,0.0,Urban,Y
LP006523,Male,No,1,Graduate,No,4543.0,1703.0,162.2,360.0,1.0,Semiurban,Y
LP003082,Female,No,0,Graduate,No,3937.0,687.0,0.0,120.0,1.0,Urban,Y
LP009881,Male,Yes,2,Graduate,No,2782.0,2122.0,112.4,240.0,1.0,Rural,N
LP005705,Male,Yes,1,Graduate,No,2664.0,855.0,142.1,360.0,1.0,Semiurban,Y
LP007425,Male,Yes,2,Graduate,No,3772.0,967.0,161.2,360.0,1.0,Semiurban,Y
LP009768,Male,No,0,Graduate,No,5158.0,1267.0,144.6,180.0,1.0,Semiurban,Y
LP005761,Male,Yes,1,Graduate,No,5172.0,3726.0,129.2,360.0,1.0,Semiurban,Y
LP007733,Male,Yes,0,Graduate,No,5478.0,1799.0,157.0,360.0,0.0,Semiurban,Y
LP006585,Male,Yes,3+,Graduate,No,4678.0,422.0,171.4,360.0,1.0,Rural,Y
LP006398,Female,No,0,Graduate,No,5597.0,2037.0,176.6,360.0,1.0,Semiurban,Y
LP008195,Male,No,0,Not Graduate,No,3136.0,223.0,168.2,360.0,1.0,Urban,Y
LP001947,Male,Yes,0,Graduate,No,2383.0,3334.0,172.0,360.0,1.0,Semiurban,Y
LP010393,Male,No,0,Graduate,No,3100.0,593.0,122.1,,1.0,Semiurban,Y
LP004975,Male,Yes,0,Graduate,No,2011.0,1191.0,76.5,360.0,1.0,Urban,Y
LP008629,Male,No,3+,Graduate,No,3702.0,0.0,114.3,360.0,1.0,Rural,Y
LP006578,Male,No,1,Graduate,No,3054.0,358.0,141.3,360.0,1.0,Semiurban,Y
LP003015,Male,Yes,0,Graduate,No,3776.0,1127.0,124.0,300.0,1.0,Semiurban,Y
LP010937,Male,No,0,Graduate,No,4180.0,1843.0,110.8,360.0,1.0,Semiurban,Y
LP009880,Male,Yes,0,Graduate,No,5396.0,4282.0,79.6,360.0,1.0,Rural,Y
LP007257,Male,Yes,0,Graduate,No,3467.0,2821.0,115.9,360.0,1.0,Semiurban,Y
LP005444,Male,Yes,1,Graduate,No,3890.0,2338.0,133.8,300.0,0.0,Semiurban,N
LP005309,Male,No,0,Graduate,No,4416.0,2110.0,141.1,300.0,0.0,Urban,N
LP006400,Female,No,0,Not Graduate,Yes,4642.0,2677.0,122.1,360.0,1.0,Rural,Y
LP005742,Male,Yes,3+,Graduate,Yes,7181.0,3229.0,116.9,360.0,0.0,Urban,Y
LP010016,Male,No,1,Graduate,No,3647.0,1.0,105.0,120.0,,Semiurban,N
LP005217,Male,No,2,Graduate,No,4717.0,1068.0,142.2,360.0,0.0,Urban,Y
LP004694,Female,No,3+,Graduate,Yes,2737.0,26.0,130.4,360.0,1.0,Urban,N
LP010576,Male,No,0,Graduate,No,2311.0,955.0,119.4,120.0,1.0,Rural,Y
LP001936,Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360.0,1.0,Rural,Y
LP007444,Male,Yes,1,Not Graduate,Yes,4130.0,717.0,94.2,360.0,1.0,Semiurban,Y
LP003622,Female,Yes,1,Not Graduate,No,3544.0,1341.0,82.7,120.0,1.0,Semiurban,Y
LP007984,Male,No,2,Not Graduate,No,3886.0,1512.0,69.7,360.0,1.0,Semiurban,Y
LP008457,Male,Yes,0,Not Graduate,Yes,2380.0,2749.0,86.1,360.0,1.0,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180.0,2306.0,182.0,360.0,1.0,Semiurban,Y
LP006617,Female,No,1,Graduate,Yes,2822.0,126.0,156.7,360.0,1.0,Rural,Y
LP001350,Male,Yes,,Graduate,No,13650.0,0.0,,360.0,1.0,Urban,Y
LP010166,Male,,1,Graduate,No,3582.0,1137.0,128.4,300.0,0.0,Semiurban,N
LP002767,Male,Yes,0,Graduate,No,2768.0,1950.0,155.0,360.0,1.0,Rural,Y
LP005999,Male,No,,Graduate,No,4947.0,655.0,168.6,240.0,0.0,Semiurban,Y
LP010271,Male,No,0,Not Graduate,Yes,1000000.0,2631.0,181.5,360.0,1.0,Semiurban,Y
LP003350,Male,Yes,1,Graduate,No,3307.0,2911.0,122.3,360.0,1.0,Rural,Y
LP005425,Male,No,3+,Graduate,No,4386.0,0.0,166.1,360.0,1.0,Semiurban,Y
LP010175,Female,Yes,1,Graduate,No,4667.0,1660.0,121.2,120.0,1.0,Semiurban,Y
LP002637,Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360.0,1.0,Rural,N
LP004797,Male,Yes,1,Graduate,No,5314.0,0.0,156.1,360.0,1.0,Rural,Y
LP001924,Male,No,0,Graduate,No,3158.0,3053.0,89.0,360.0,1.0,Rural,Y
LP007810,Male,Yes,2,Graduate,No,,32.0,122.2,180.0,1.0,Rural,N
LP008237,Male,No,0,Graduate,No,4576.0,2988.0,76.2,180.0,1.0,Semiurban,Y
LP007319,Male,No,0,Graduate,No,4622.0,1356.0,123.5,360.0,1.0,Semiurban,Y
LP010001,Male,Yes,0,Graduate,Yes,4082.0,2800.0,94.9,180.0,0.0,Rural,Y
LP007327,Male,Yes,2,Not Graduate,No,1922.0,48.0,164.6,240.0,1.0,Semiurban,Y
LP008479,Male,Yes,0,Graduate,No,3693.0,1539.0,131.3,360.0,1.0,Semiurban,Y
LP007481,Male,No,0,Graduate,No,3499.0,1868.0,137.9,240.0,1.0,Rural,Y
LP006899,Female,Yes,2,Graduate,No,1621.0,2124.0,78.4,360.0,1.0,Semiurban,Y
LP008958,Male,Yes,0,Not Graduate,No,3790.0,2970.0,130.3,360.0,1.0,Semiurban,Y
LP010565,Male,No,0,Graduate,Yes,3434.0,0.0,161.9,360.0,1.0,Rural,N
LP010358,Male,No,0,Graduate,Yes,2243.0,,148.3,360.0,1.0,Rural,Y
LP008608,Male,No,0,Not Graduate,Yes,3206.0,3084.0,164.5,360.0,1.0,Semiurban,Y
LP006531,Male,Yes,0,Graduate,No,3421.0,,88.1,360.0,1.0,Urban,Y
LP007870,Male,Yes,2,Graduate,No,3519.0,3271.0,119.3,240.0,0.0,Rural,Y
LP006632,Male,No,0,Graduate,No,3451.0,1846.0,75.5,360.0,1.0,Urban,Y
LP006074,Male,Yes,1,Graduate,No,5179.0,899.0,174.6,360.0,,Semiurban,Y
LP006183,Male,Yes,0,Graduate,Yes,1919.0,0.0,180.0,180.0,0.0,Semiurban,N
LP009521,Male,Yes,0,Graduate,No,3487.0,3600.0,140.0,360.0,1.0,Rural,Y
LP004318,Male,No,2,Graduate,No,4283.0,1510.0,167.9,180.0,1.0,Urban,Y
LP010476,Female,Yes,0,Graduate,Yes,3513.0,1852.0,128.4,360.0,1.0,Rural,Y
LP006604,Female,Yes,0,Graduate,No,3540.0,2384.0,156.2,360.0,1.0,Urban,Y
LP010996,Female,Yes,0,Graduate,No,3032.0,2738.0,127.0,360.0,1.0,Urban,Y
LP005783,Male,No,2,Not Graduate,,3460.0,789.0,67.0,360.0,1.0,Semiurban,Y
LP009846,Male,Yes,1,Graduate,No,3342.0,1256.0,80.3,360.0,1.0,Rural,Y
LP008113,Male,Yes,1,Graduate,No,4215.0,1139.0,202.7,360.0,1.0,Semiurban,Y
LP003348,Female,Yes,2,Graduate,No,4348.0,0.0,127.5,360.0,1.0,Semiurban,Y
LP006403,Female,Yes,3+,Not Graduate,No,4939.0,0.0,100.9,360.0,0.0,Semiurban,Y
LP007476,Male,No,0,Not Graduate,No,3563.0,1014.0,121.2,360.0,1.0,Semiurban,Y
LP009556,Male,Yes,1,Graduate,No,5911.0,1332.0,70.8,360.0,1.0,Semiurban,Y
LP006982,Male,No,1,Graduate,No,4071.0,216.0,145.4,240.0,1.0,Urban,Y
LP007650,Male,Yes,1,Graduate,Yes,2829.0,1554.0,97.3,240.0,1.0,Semiurban,Y
LP007493,Male,No,3+,Not Graduate,No,4088.0,756.0,47.7,240.0,1.0,Rural,Y
LP009472,,Yes,3+,Graduate,No,3659.0,500000.0,143.5,360.0,1.0,Urban,Y
LP008984,Male,Yes,0,Graduate,No,2991.0,771.0,132.0,180.0,1.0,Urban,Y
LP005833,Male,No,2,Graduate,Yes,3825.0,2122.0,106.6,240.0,0.0,Semiurban,N
LP004060,Male,Yes,0,Graduate,No,4817.0,1216.0,158.7,240.0,1.0,Semiurban,Y
LP006539,Male,No,0,Graduate,No,4282.0,286.0,143.3,360.0,0.0,Semiurban,Y
LP003943,Male,Yes,,Not Graduate,No,3187.0,1203.0,92.1,360.0,1.0,Urban,Y
LP010910,Female,No,0,Graduate,Yes,3528.0,2033.0,124.9,360.0,1.0,Urban,Y
LP010398,Male,Yes,2,Not Graduate,No,5008.0,1540.0,106.7,360.0,1.0,Rural,Y
LP005985,Male,No,0,Graduate,No,2705.0,1852.0,147.0,360.0,1.0,Urban,Y
LP009322,Female,No,2,Not Graduate,Yes,4097.0,2566.0,125.6,300.0,1.0,Rural,Y
LP007529,Male,Yes,0,Graduate,No,4305.0,789.0,105.5,300.0,1.0,Semiurban,Y
LP010138,Male,Yes,2,Graduate,No,2560.0,175.0,109.6,120.0,1.0,Semiurban,N
LP007377,Male,No,0,Graduate,No,2551.0,4099.0,155.9,360.0,1.0,Urban,Y
LP003587,Female,Yes,0,Not Graduate,No,4271.0,664.0,120.8,360.0,1.0,Semiurban,Y
LP010020,Male,Yes,0,Graduate,No,3786.0,450.0,172.3,360.0,1.0,Urban,Y
LP002714,Male,No,1,Not Graduate,No,2679.0,1302.0,94.0,360.0,1.0,Semiurban,Y
LP004582,Female,Yes,0,Not Graduate,No,4558.0,450.0,170.1,360.0,1.0,Semiurban,Y
LP006176,Male,No,2,Graduate,No,4251.0,765.0,0.0,360.0,1.0,Urban,Y
LP006303,Female,No,2,Graduate,Yes,3669.0,2687.0,142.3,360.0,1.0,Semiurban,Y
LP005300,Female,Yes,0,Graduate,No,1825.0,2055.0,88.2,360.0,1.0,Semiurban,Y
LP001391,Male,Yes,0,Not Graduate,No,3572.0,4114.0,152.0,,0.0,Rural,N
LP007021,Male,Yes,0,Graduate,No,3262.0,1147.0,106.1,360.0,1.0,Semiurban,Y
LP010830,Male,Yes,2,Graduate,Yes,4739.0,20.0,127.9,360.0,1.0,Urban,Y
LP001594,Male,Yes,0,Graduate,No,5708.0,5625.0,187.0,360.0,1.0,Semiurban,Y
LP007917,Male,Yes,0,Graduate,No,4669.0,798.0,142.0,360.0,1.0,Rural,Y
LP001608,Male,Yes,2,Graduate,No,2045.0,1619.0,101.0,360.0,1.0,Rural,Y
LP003735,Male,Yes,0,Graduate,No,2937.0,0.0,130.7,360.0,1.0,Urban,Y
LP007371,Female,No,0,Graduate,No,5173.0,318.0,155.9,360.0,1.0,Semiurban,Y
LP003995,Male,No,0,Graduate,No,2483.0,3490.0,,360.0,1.0,Urban,Y
LP008485,Male,Yes,0,Not Graduate,No,5140.0,611.0,168.9,240.0,0.0,Urban,N
LP007078,Male,Yes,0,Not Graduate,No,3621.0,0.0,152.6,360.0,1.0,Rural,Y
LP008035,Male,No,0,Graduate,Yes,2032.0,0.0,118.8,240.0,1.0,Semiurban,Y
LP006389,Male,No,2,Graduate,No,3826.0,2444.0,206.0,360.0,1.0,Urban,Y
LP001546,Male,No,0,Graduate,,2980.0,2083.0,120.0,360.0,1.0,Rural,Y
LP010082,Male,Yes,0,Not Graduate,No,5036.0,1087.0,117.2,180.0,1.0,Rural,Y
LP009151,Male,No,1,Graduate,No,4479.0,807.0,157.9,360.0,1.0,Rural,Y
LP010770,Male,Yes,0,Graduate,No,4205.0,1560.0,116.9,120.0,1.0,Semiurban,Y
LP010592,Male,Yes,0,Graduate,No,2886.0,0.0,111.6,360.0,1.0,Urban,Y
LP002393,Female,,,Graduate,No,10047.0,0.0,,240.0,1.0,Semiurban,Y
LP009686,Male,No,0,Graduate,Yes,3516.0,791.0,141.9,360.0,1.0,Urban,Y
